year,fullname,firstname,lastname,position,Height,weight,fortyyd,vertical,broad,bench,college,nflgrade,round,pick
2013,Aaron Mellette,Aaron,Mellette,WR,6'2,217,4.54,33.5,123,9,Elon,0,7,238
2013,Christine Michael,Christine,Michael,RB,5'10,220,4.54,43,125,27,Texas A&M,0,2,62
2013,Rontez Miles,Rontez,Miles,FS,6'0,203,4.62,36.5,123,N/A,,0,Undrafted,Undrafted
2013,Stephane Milhim,Stephane,Milhim,OT,6'4,314,5.23,28.5,104,N/A,,0,Undrafted,Undrafted
2013,Dee Milliner,Dee,Milliner,CB,6'0,201,4.37,36,122,N/A,Alabama,0,1,9
2013,Jordan Mills,Jordan,Mills,OT,6'5,316,5.37,28.5,101,20,Louisiana Tech,0,5,163
2013,Barkevious Mingo,Barkevious,Mingo,DE,6'4,241,4.58,37,128,N/A,LSU,0,1,6
2013,Kevin Minter,Kevin,Minter,ILB,6'0,246,4.81,33,119,25,LSU,0,2,45
2013,T.J. Moe,T.J.,Moe,WR,5'11,204,4.74,36,120,26,,0,Undrafted,Undrafted
2013,Sam Montgomery,Sam,Montgomery,DE,6'3,262,4.81,34.5,114,N/A,LSU,0,3,95
2013,Nick Moody,Nick,Moody,OLB,6'1,236,4.71,N/A,118,17,Florida State,N/A,6,180
2013,Damontre Moore,Damontre,Moore,DE,6'4.5,250,4.95,35.5,122,12,Texas A&M,0,3,81
2013,Sio Moore,Sio,Moore,OLB,6'1,245,4.65,38,127,29,Connecticut,0,3,66
2013,Zeke Motta,Zeke,Motta,FS,6'2,213,4.83,35.5,126,11,Notre Dame,0,7,244
2013,Latavius Murray,Latavius,Murray,RB,6'2.5,223,4.38,36,124,22,UCF,0,6,181
2013,Ryan Nassib,Ryan,Nassib,QB,6'2,227,5.06,28.5,105,N/A,Syracuse,0,4,110
2013,Alec Ogletree,Alec,Ogletree,ILB,6'2,242,4.7,33.5,122,20,Georgia,0,1,30
2013,Alex Okafor,Alex,Okafor,DE,6'4.5,264,4.88,36,112,21,Texas,0,4,103
2013,Chris Pantale,Chris,Pantale,TE,6'5,254,4.99,33.5,110,17,,0,Undrafted,Undrafted
2013,Cordarrelle Patterson,Cordarrelle,Patterson,WR,6'2,216,4.42,37,128,N/A,Tennessee,0,1,29
2013,Quinton Patton,Quinton,Patton,WR,6'0,204,4.53,33,118,8,Louisiana Tech,0,4,128
2013,Sean Porter,Sean,Porter,OLB,6'1,229,4.75,35,119,22,Texas A&M,0,4,118
2013,Keith Pough,Keith,Pough,OLB,6'2,239,4.9,33,118,17,,0,Undrafted,Undrafted
2013,Ty Powell,Ty,Powell,DE,6'2,249,4.64,37,122,28,Harding,0,7,231
2013,Jordan Poyer,Jordan,Poyer,CB,6'0,191,4.54,30.5,118,8,Oregon State,0,7,218
2013,Lonnie Pryor,Lonnie,Pryor,RB,5'11,227,4.7,30,114,17,,0,Undrafted,Undrafted
2013,Justin Pugh,Justin,Pugh,OT,6'4,307,5.14,28.5,103,N/A,Syracuse,0,1,19
2013,David Quessenberry,David,Quessenberry,OT,6'5,302,5.08,29.5,112,25,San Jose State,0,6,176
2013,Bacarri Rambo,Bacarri,Rambo,FS,6'0,211,N/A,N/A,N/A,17,Georgia,N/A,6,191
2013,Joseph Randle,Joseph,Randle,RB,6'0,204,4.63,35,123,N/A,Oklahoma State,0,5,151
2013,Kevin Reddick,Kevin,Reddick,ILB,6'1,243,4.72,N/A,113,23,,N/A,Undrafted,Undrafted
2013,Jordan Reed,Jordan,Reed,TE,6'2,236,4.72,N/A,N/A,16,Florida,N/A,3,85
2013,Eric Reid,Eric,Reid,FS,6'1,213,4.53,40.5,134,17,LSU,0,1,18
2013,Xavier Rhodes,Xavier,Rhodes,CB,6'1,210,4.43,40.5,132,14,Florida State,0,1,25
2013,Sheldon Richardson,Sheldon,Richardson,DT,6'2,294,5.02,32,116,30,Missouri,0,1,13
2013,Theo Riddick,Theo,Riddick,RB,5'10,201,4.68,32,118,N/A,Notre Dame,0,6,199
2013,Mychal Rivera,Mychal,Rivera,TE,6'3,242,4.81,31,112,17,Tennessee,0,6,184
2013,Denard Robinson,Denard,Robinson,WR,5'10,199,4.43,36.5,123,N/A,Michigan,0,5,135
2013,DaRick Rogers,DaRick,Rogers,WR,6'2,217,4.52,39.5,132,10,,0,Undrafted,Undrafted
2013,Robbie Rouse,Robbie,Rouse,RB,5'6,190,4.8,34,114,15,,0,Undrafted,Undrafted
2013,Logan Ryan,Logan,Ryan,CB,5'11,191,4.56,32.5,116,14,Rutgers,0,3,83
2013,Etienne Sabino,Etienne,Sabino,OLB,6'2,247,4.75,N/A,114,24,,N/A,Undrafted,Undrafted
2013,Lanear Sampson,Lanear,Sampson,WR,5'11,204,4.46,33.5,119,20,,0,Undrafted,Undrafted
2013,Ace Sanders,Ace,Sanders,WR,5'7,173,4.58,32,117,7,South Carolina,0,4,101
2013,Brian Schwenke,Brian,Schwenke,OC,6'3,314,4.99,26.5,108,31,California,0,4,107
2013,Matt Scott,Matt,Scott,QB,6'2,213,4.69,31,118,N/A,,0,Undrafted,Undrafted
2013,John Simon,John,Simon,DE,6'1.5,257,4.68,34,121,N/A,Ohio State,0,4,129
2013,Tharold Simon,Tharold,Simon,CB,6'2,202,4.51,34,128,9,LSU,0,5,138
2013,Dion Sims,Dion,Sims,TE,6'5,262,4.75,35,112,22,Michigan State,0,4,106
2013,Darius Slay,Darius,Slay,CB,6'0,192,4.36,35.5,124,14,Mississippi State,0,2,36
2013,Geno Smith,Geno,Smith,QB,6'2,218,4.59,33.5,124,N/A,West Virginia,0,2,39
2013,Quanterus Smith,Quanterus,Smith,DE,6'5,250,N/A,N/A,N/A,N/A,Western Kentucky,N/A,5,146
2013,Rodney Smith,Rodney,Smith,WR,6'4,225,4.51,34.5,120,N/A,,0,Undrafted,Undrafted
2013,Brad Sorensen,Brad,Sorensen,QB,6'4,229,4.97,29,112,N/A,Southern Utah,0,7,221
2013,Ryan Spadola,Ryan,Spadola,WR,6'1,204,4.48,33.5,119,15,,0,Undrafted,Undrafted
2013,Akeem Spence,Akeem,Spence,DT,6'1,307,5.15,30,107,37,Illinois,0,4,100
2013,Damion Square,Damion,Square,DT,6'2,293,5.22,N/A,N/A,N/A,,N/A,Undrafted,Undrafted
2013,Zac Stacy,Zac,Stacy,RB,5'8,216,4.55,33,122,27,,0,5,160
2013,Daimion Stafford,Daimion,Stafford,FS,6'0,221,4.69,30.5,111,21,Nebraska,0,7,248
2013,Matt Stankiewitch,Matt,Stankiewitch,OC,6'3,302,5.43,24,92,27,,0,Undrafted,Undrafted
2013,Jawanza Starling,Jawanza,Starling,SS,6'1,202,4.64,36,122,17,,0,Undrafted,Undrafted
2013,Jonathan Stewart,Jonathan,Stewart,ILB,6'4,242,4.68,31,118,19,,0,1,13
2013,Walt Stewart,Walt,Stewart,DE,6'4,246,4.55,37.5,126,16,,0,Undrafted,Undrafted
2013,Kenny Stills,Kenny,Stills,WR,6'0,194,4.38,33.5,124,16,Oklahoma,0,5,144
2013,Jake Stoneburner,Jake,Stoneburner,TE,6'3,252,4.65,34.5,116,18,,0,Undrafted,Undrafted
2013,D.J. Swearinger,D.J.,Swearinger,FS,5'10,208,4.67,37,124,17,South Carolina,0,2,57
2013,Ryan Swope,Ryan,Swope,WR,6'0,205,4.34,37,125,16,Texas A&M,0,6,174
2013,Bruce Taylor,Bruce,Taylor,OLB,6'1,237,5.01,30.5,115,19,,0,Undrafted,Undrafted
2013,Devin Taylor,Devin,Taylor,DE,6'7.25,266,4.72,35,128,14,South Carolina,0,4,132
2013,Jamar Taylor,Jamar,Taylor,CB,5'11,192,4.39,35,127,22,Boise State,0,2,54
2013,Stepfan Taylor,Stepfan,Taylor,RB,5'9.125,214,4.76,30,110,17,Stanford,0,5,140
2013,Manti Teo,Manti,Teo,ILB,6'1,241,4.82,33,113,N/A,Notre Dame,0,Undrafted,Undrafted
2013,Chase Thomas,Chase,Thomas,OLB,6'3,244,4.91,32,113,18,,0,Undrafted,Undrafted
2013,Phillip Thomas,Phillip,Thomas,FS,6'0,208,4.65,35,122,14,Fresno State,0,4,119
2013,Shamarko Thomas,Shamarko,Thomas,SS,5'9,213,4.42,40.5,133,28,Syracuse,0,4,111
2013,Kenbrell Thompkins,Kenbrell,Thompkins,WR,6'1,193,4.54,33.5,121,8,,0,Undrafted,Undrafted
2013,Hugh Thornton,Hugh,Thornton,OG,6'3,320,5.11,N/A,N/A,27,Illinois,N/A,3,86
2013,Levine Toilolo,Levine,Toilolo,TE,6'8,260,4.86,31,113,17,Stanford,0,4,133
2013,J.C. Tretter,J.C.,Tretter,OT,6'4,307,5.09,29.5,109,29,Cornell,0,4,122
2013,Desmond Trufant,Desmond,Trufant,CB,6'0,190,4.38,37.5,125,16,Washington,0,1,22
2013,Matthew Tucker,Matthew,Tucker,RB,6'0,221,4.55,35.5,118,17,,0,Undrafted,Undrafted
2013,Kenny Vaccaro,Kenny,Vaccaro,SS,6'0,214,4.63,38,121,15,Texas,0,1,15
2013,James Vandenberg,James,Vandenberg,QB,6'3,226,4.92,32,116,N/A,,0,Undrafted,Undrafted
2013,Conner Vernon,Conner,Vernon,WR,6'0,196,4.68,32.5,125,N/A,,0,Undrafted,Undrafted
2013,Ricky Wagner,Ricky,Wagner,OT,6'6,308,5.17,31.5,101,20,Wisconsin,0,5,168
2013,Larry Warford,Larry,Warford,OG,6'3,332,5.58,22.5,96,28,Kentucky,0,3,65
2013,Chance Warmack,Chance,Warmack,OG,6'2,317,5.49,N/A,110,N/A,Alabama,N/A,1,10
2013,Cornelius Washington,Cornelius,Washington,DE,6'4,265,4.55,39,128,36,Georgia,0,6,188
2013,Earl Watford,Earl,Watford,OG,6'3,300,5.06,30,107,24,James Madison,0,4,116
2013,Menelik Watson,Menelik,Watson,OT,6'5,310,5.29,24.5,103,N/A,Florida State,0,2,42
2013,Jason Weaver,Jason,Weaver,OT,6'4,313,5.44,21,94,23,,0,Undrafted,Undrafted
2013,B.W. Webb,B.W.,Webb,CB,5'10,184,4.51,40.5,132,14,William & Mary,0,4,114
2013,Kayvon Webster,Kayvon,Webster,CB,5'10,195,4.41,35,125,14,South Florida,0,3,90
2013,Bjoern Werner,Bjoern,Werner,DE,6'3,266,4.83,31,111,25,Florida State,0,1,24
2013,John Wetzel,John,Wetzel,OT,6'7,315,5.46,25,105,22,,0,Undrafted,Undrafted
2013,Markus Wheaton,Markus,Wheaton,WR,5'11,189,4.45,37,120,20,Oregon State,0,3,79
2013,J.J. Wilcox,J.J.,Wilcox,SS,6'0,213,4.57,35,124,17,,0,3,80
2013,Brandon Williams,Brandon,Williams,DT,6'1,335,5.37,29.5,102,38,Missouri Southern State,0,3,94
2013,Jesse Williams,Jesse,Williams,DT,6'3,323,4.91,N/A,N/A,30,Alabama,N/A,5,137
2013,Kerwynn Williams,Kerwynn,Williams,RB,5'8,195,4.48,35,118,17,Utah State,0,7,230
2013,Nate Williams,Nate,Williams,DE,6'2.875,241,4.88,35,113,24,,0,8,215
2013,Nick Williams,Nick,Williams,DT,6'4,309,4.94,33,111,28,,0,Undrafted,Undrafted
2013,Shawn Williams,Shawn,Williams,SS,6'0,213,4.46,36,120,25,Georgia,0,3,84
2013,Steve Williams,Steve,Williams,CB,5'9,181,4.42,40.5,128,12,California,0,5,145
2013,Sylvester Williams,Sylvester,Williams,DT,6'3,313,5.03,26.5,102,27,North Carolina,0,1,28
2013,Terrance Williams,Terrance,Williams,WR,6'2,208,4.52,32.5,119,11,Baylor,0,3,74
2013,Tourek Williams,Tourek,Williams,DE,6'3,260,4.92,33,112,25,Florida International,0,6,179
2013,Trevardo Williams,Trevardo,Williams,DE,6'1,241,4.57,38,124,30,Connecticut,0,4,124
2013,Braden Wilson,Braden,Wilson,RB,6'3,251,4.81,N/A,N/A,22,Kansas State,N/A,6,204
2013,Marquess Wilson,Marquess,Wilson,WR,6'3,194,4.51,34.5,122,7,Washington State,0,7,236
2013,Tyler Wilson,Tyler,Wilson,QB,6'2,215,4.95,28.5,112,N/A,Arkansas,0,4,112
2013,George Winn,George,Winn,RB,5'10,218,4.75,34.5,119,22,,0,Undrafted,Undrafted
2013,Brian Winters,Brian,Winters,OG,6'4,320,N/A,N/A,N/A,9,Kent State,N/A,3,72
2013,Earl Wolff,Earl,Wolff,SS,5'11,209,4.44,39,134,N/A,North Carolina State,0,5,136
2013,Cierre Wood,Cierre,Wood,RB,5'11,213,4.56,37.5,124,16,,0,Undrafted,Undrafted
2013,Robert Woods,Robert,Woods,WR,6'0,201,4.51,33.5,117,14,USC,0,2,41
2013,Khalid Wooten,Khalid,Wooten,CB,5'11,210,4.53,33.5,117,17,Nevada,0,6,202
2013,Tom Wort,Tom,Wort,ILB,6'0,235,4.78,31.5,111,21,,0,Undrafted,Undrafted
2013,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,CB,6'1,195,4.53,36,128,14,Connecticut,0,3,70
2012,Emmanuel Acho,Emmanuel,Acho,OLB,6'1,238,4.73,35,118,24,Texas,0,6,204
2012,Joe Adams,Joe,Adams,WR,5'11,179,4.57,36,123,N/A,Arkansas,0,4,104
2012,Mike Adams,Mike,Adams,OT,6'7,323,5.4,28,100,19,Ohio State,0,2,56
2012,Chas Alecxih,Chas,Alecxih,DT,6'4,296,5.41,25,99,19,,0,Undrafted,Undrafted
2012,Frank Alexander,Frank,Alexander,DE,6'3,270,N/A,N/A,N/A,N/A,Oklahoma,N/A,4,103
2012,Antonio Allen,Antonio,Allen,SS,6'1,210,4.67,34,118,17,South Carolina,0,7,242
2012,Dwayne Allen,Dwayne,Allen,TE,6'3,255,4.89,32,110,27,Clemson,0,3,64
2012,Jeff Allen,Jeff,Allen,OT,6'4,307,5.28,27,102,26,Illinois,0,2,44
2012,Justin Anderson,Justin,Anderson,OT,6'4,335,5.31,27,101,32,Georgia,0,7,208
2012,Mark Asper,Mark,Asper,OG,6'6,319,N/A,N/A,N/A,23,Oregon,N/A,6,178
2012,Edwin Baker,Edwin,Baker,RB,5'8,204,4.53,35,111,20,Michigan State,0,7,250
2012,Ryan Baker,Ryan,Baker,OLB,5'11,232,4.88,34,113,30,,0,Undrafted,Undrafted
2012,Mike Ball,Mike,Ball,RB,5'9,206,4.65,36,112,21,,0,Undrafted,Undrafted
2012,Vick Ballard,Vick,Ballard,RB,5'10,219,4.65,33,115,23,Mississippi State,0,5,170
2012,Mark Barron,Mark,Barron,SS,6'1,213,N/A,N/A,N/A,N/A,Alabama,N/A,1,7
2012,Kelvin Beachum,Kelvin,Beachum,OG,6'2,303,5.44,28,101,19,Southern Methodist,0,7,248
2012,Tim Benford,Tim,Benford,WR,5'11,205,4.59,33,121,15,,0,Undrafted,Undrafted
2012,Travis Benjamin,Travis,Benjamin,WR,5'9,172,4.36,38,119,14,Miami (FL),0,4,100
2012,Dwight Bentley,Dwight,Bentley,CB,5'10,182,4.43,31,114,13,Louisiana-Lafayette,0,Undrafted,Undrafted
2012,Jake Bequette,Jake,Bequette,DE,6'4,274,4.82,34,113,N/A,Arkansas,0,3,90
2012,Tony Bergstrom,Tony,Bergstrom,OT,6'5,313,5.27,29,101,32,Utah,0,3,95
2012,Justin Bethel,Justin,Bethel,CB,5'11,200,4.58,39,131,19,Presbyterian,0,6,177
2012,Justin Blackmon,Justin,Blackmon,WR,6'1,207,4.46,35,123,14,Oklahoma State,0,1,5
2012,Philip Blake,Philip,Blake,OC,6'2,311,5.25,29,105,22,Baylor,0,4,108
2012,Robert Blanton,Robert,Blanton,CB,6'0,208,4.7,34,116,12,Notre Dame,0,5,139
2012,Jamie Blatnick,Jamie,Blatnick,DE,6'3,263,4.9,32,112,28,,0,Undrafted,Undrafted
2012,Brandon Bolden,Brandon,Bolden,RB,5'11,222,4.66,38,119,21,,0,Undrafted,Undrafted
2012,Omar Bolden,Omar,Bolden,CB,5'10,202,N/A,N/A,N/A,24,Arizona State,N/A,4,101
2012,Brandon Boykin,Brandon,Boykin,CB,5'9,182,N/A,N/A,N/A,N/A,Georgia,N/A,4,123
2012,Jarrett Boykin,Jarrett,Boykin,WR,6'2,217,4.72,36,123,11,,0,Undrafted,Undrafted
2012,Nigel Bradham,Nigel,Bradham,OLB,6'2,241,4.64,37,121,24,Florida State,0,4,105
2012,Andre Branch,Andre,Branch,DE,6'4,259,4.7,32,120,N/A,Clemson,0,2,38
2012,LaVon Brazill,LaVon,Brazill,WR,5'11,192,4.48,32,N/A,11,Ohio,0,6,206
2012,Michael Brewster,Michael,Brewster,OC,6'2,312,5.35,25,96,29,,0,Undrafted,Undrafted
2012,Michael Brockers,Michael,Brockers,DT,6'6,322,5.36,26,105,19,LSU,0,1,14
2012,Ron Brooks,Ron,Brooks,CB,5'10,190,4.37,38,120,12,LSU,0,4,124
2012,Charles Brown,Charles,Brown,CB,5'9,202,4.63,35,114,18,,0,2,64
2012,James Brown,James,Brown,OT,6'3,306,5.3,25,102,24,,0,3,82
2012,Zach Brown,Zach,Brown,OLB,6'1,244,4.5,33,116,N/A,North Carolina,0,2,52
2012,Ryan Broyles,Ryan,Broyles,WR,5'10,192,N/A,N/A,N/A,21,Oklahoma,N/A,2,54
2012,Vontaze Burfict,Vontaze,Burfict,ILB,6'1,248,5.09,30,N/A,N/A,,0,Undrafted,Undrafted
2012,Miles Burris,Miles,Burris,OLB,6'2,246,N/A,37,121,31,San Diego State,0,4,129
2012,Tank Carder,Tank,Carder,OLB,6'2,236,4.69,34,121,19,TCU,0,5,147
2012,Sean Cattouse,Sean,Cattouse,SS,6'2,211,4.74,34,114,N/A,,0,Undrafted,Undrafted
2012,Josh Chapman,Josh,Chapman,DT,6'1,316,N/A,N/A,N/A,N/A,Alabama,N/A,5,136
2012,Orson Charles,Orson,Charles,TE,6'2,251,N/A,N/A,N/A,35,Georgia,N/A,4,116
2012,Greg Childs,Greg,Childs,WR,6'3,219,4.55,36,125,19,Arkansas,0,4,134
2012,Morris Claiborne,Morris,Claiborne,CB,5'11,188,4.5,34,118,N/A,LSU,0,1,6
2012,Danny Coale,Danny,Coale,WR,6'0,201,4.5,35,115,12,Virginia Tech,0,5,152
2012,Audie Cole,Audie,Cole,ILB,6'4,246,4.81,35,78,15,North Carolina State,0,7,210
2012,B.J. Coleman,B.J.,Coleman,QB,6'3,233,N/A,N/A,109,N/A,Chattanooga,N/A,7,243
2012,Tom Compton,Tom,Compton,OT,6'5,314,5.11,30,108,20,South Dakota,0,6,193
2012,Josh Cooper,Josh,Cooper,WR,5'11,190,4.65,31.5,115,11,,0,Undrafted,Undrafted
2012,Quinton Coples,Quinton,Coples,DE,6'6,284,4.78,31.5,109,25,North Carolina,0,1,16
2012,Paul Cornick,Paul,Cornick,OT,6'5,310,N/A,N/A,N/A,25,,N/A,Undrafted,Undrafted
2012,Aaron Corp,Aaron,Corp,QB,6'4,215,4.72,31.5,106,N/A,,0,Undrafted,Undrafted
2012,Kirk Cousins,Kirk,Cousins,QB,6'3,214,4.93,28.5,109,N/A,Michigan State,0,4,102
2012,Fletcher Cox,Fletcher,Cox,DT,6'4,298,4.79,26,103,30,Mississippi State,0,1,12
2012,Jack Crawford,Jack,Crawford,DE,6'5,274,4.85,33,116,N/A,Penn State,0,5,158
2012,Tyrone Crawford,Tyrone,Crawford,DE,6'4,285,4.89,33,113,28,Boise State,0,3,81
2012,Lennon Creer,Lennon,Creer,RB,5'11,219,4.71,33,110,21,,0,Undrafted,Undrafted
2012,Jared Crick,Jared,Crick,DE,6'4,279,4.99,31,104,N/A,Nebraska,0,4,126
2012,Juron Criner,Juron,Criner,WR,6'2,224,4.68,38,117,17,Arizona,0,5,168
2012,John Cullen,John,Cullen,OT,6'4,297,5.34,27,102,23,,0,Undrafted,Undrafted
2012,B.J. Cunningham,B.J.,Cunningham,WR,6'1,211,4.59,31,116,12,Michigan State,0,6,183
2012,Vinny Curry,Vinny,Curry,DE,6'3,266,4.98,32,110,N/A,Marshall,0,2,59
2012,Mike Daniels,Mike,Daniels,DT,6'0,291,N/A,N/A,N/A,N/A,Iowa,N/A,4,132
2012,Andrew Datko,Andrew,Datko,OT,6'6,315,5.32,29,100,N/A,Florida State,0,7,241
2012,Lavonte David,Lavonte,David,OLB,6'0,233,4.65,36,119,19,Nebraska,0,2,58
2012,Austin Davis,Austin,Davis,QB,6'1,219,N/A,31,109,N/A,,0,Undrafted,Undrafted
2012,Demario Davis,Demario,Davis,OLB,6'2,235,4.61,38,124,32,Arkansas State,0,3,77
2012,David DeCastro,David,DeCastro,OG,6'5,316,5.43,29,98,34,Stanford,0,1,24
2012,Alfonzo Dennard,Alfonzo,Dennard,CB,5'10,204,4.55,37,N/A,N/A,Nebraska,0,7,224
2012,Taylor Dever,Taylor,Dever,OT,6'5,298,5.46,28,100,18,,0,Undrafted,Undrafted
2012,Patrick Edwards,Patrick,Edwards,WR,5'9,172,4.57,33.5,118,5,,0,Undrafted,Undrafted
2012,Michael Egnew,Michael,Egnew,TE,6'5,252,4.62,36,131,21,Missouri,0,3,78
2012,Rhett Ellison,Rhett,Ellison,TE,6'5,251,4.88,31,109,N/A,USC,0,4,128
2012,Hebron Fangupo,Hebron,Fangupo,DT,6'1,323,5.18,31,99,36,,0,Undrafted,Undrafted
2012,Antonio Fenelus,Antonio,Fenelus,CB,5'8,190,4.68,32,109,20,,0,Undrafted,Undrafted
2012,Coby Fleener,Coby,Fleener,TE,6'6,247,N/A,N/A,N/A,27,Stanford,N/A,2,34
2012,Darius Fleming,Darius,Fleming,OLB,6'1,245,4.77,33,114,27,Notre Dame,0,5,165
2012,Jamell Fleming,Jamell,Fleming,CB,5'11,206,4.53,34,125,23,Oklahoma,0,3,80
2012,Michael Floyd,Michael,Floyd,WR,6'3,220,4.47,36,122,16,Notre Dame,0,1,13
2012,Nick Foles,Nick,Foles,QB,6'5,243,5.14,30.5,112,N/A,Arizona,0,3,88
2012,Marcus Forston,Marcus,Forston,DT,6'1,301,5.17,28,105,35,,0,Undrafted,Undrafted
2012,Justin Francis,Justin,Francis,DE,6'2,268,N/A,32,109,23,,0,Undrafted,Undrafted
2012,Terrence Frederick,Terrence,Frederick,CB,5'10,187,4.54,35,121,16,Texas A&M,0,7,246
2012,Jeff Fuller,Jeff,Fuller,WR,6'3.5,223,4.53,32,120,17,,0,Undrafted,Undrafted
2012,Chris Galippo,Chris,Galippo,ILB,6'1,241,4.87,29,N/A,19,,0,Undrafted,Undrafted
2012,Terrance Ganaway,Terrance,Ganaway,RB,5'11,239,4.67,37,119,N/A,Baylor,0,6,202
2012,Garth Gerhart,Garth,Gerhart,OC,6'1,305,5.42,30,96,25,,0,Undrafted,Undrafted
2012,Adam Gettis,Adam,Gettis,OG,6'2,293,5,31,112,N/A,Iowa,0,5,141
2012,Stephon Gilmore,Stephon,Gilmore,CB,6'0,190,4.4,36,123,15,South Carolina,0,1,10
2012,Chris Givens,Chris,Givens,WR,5'11,198,4.41,33,118,19,Wake Forest,0,4,96
2012,Cordy Glenn,Cordy,Glenn,OG,6'5,345,5.15,23,93,31,Georgia,0,2,41
2012,Najee Good,Najee,Good,ILB,6'0,244,4.64,35,N/A,N/A,,0,Undrafted,Undrafted
2012,T.J. Graham,T.J.,Graham,WR,5'11,188,4.41,33,120,8,North Carolina State,0,3,69
2012,Cyrus Gray,Cyrus,Gray,RB,5'10,206,4.47,32,114,21,Texas A&M,0,6,182
2012,Jonas Gray,Jonas,Gray,RB,5'10,223,N/A,N/A,N/A,20,,N/A,Undrafted,Undrafted
2012,Ladarius Green,Ladarius,Green,TE,6'6,238,4.53,34,124,16,Louisiana-Lafayette,0,4,110
2012,A.J. Greene,A.J.,Greene,OT,6'5,298,N/A,N/A,N/A,N/A,,N/A,9,245
2012,Robert Griffin,Robert,Griffin,QB,6'2,223,4.41,39,120,N/A,Baylor,0,1,2
2012,Winston Guy,Winston,Guy,SS,6'0,218,4.7,N/A,N/A,N/A,Kentucky,N/A,6,181
2012,Trevor Guyton,Trevor,Guyton,DE,6'3,285,5.07,31,105,N/A,California,0,7,219
2012,Dominique Hamilton,Dominique,Hamilton,DT,6'5,313,5.54,N/A,N/A,31,,N/A,Undrafted,Undrafted
2012,Jewel Hampton,Jewel,Hampton,RB,5'9,218,N/A,N/A,N/A,26,,N/A,Undrafted,Undrafted
2012,Darius Hanks,Darius,Hanks,WR,6'0,184,4.66,34,117,11,,0,Undrafted,Undrafted
2012,James Hanna,James,Hanna,TE,6'4,252,4.49,36,122,24,Oklahoma,0,6,186
2012,Tyler Hansen,Tyler,Hansen,QB,6'0,222,4.78,N/A,113,N/A,,N/A,Undrafted,Undrafted
2012,Cory Harkey,Cory,Harkey,TE,6'4,260,5.11,26,109,13,,0,Undrafted,Undrafted
2012,Chandler Harnish,Chandler,Harnish,QB,6'1,219,4.76,32.5,112,N/A,Northern Illinois,0,7,253
2012,Cliff Harris,Cliff,Harris,CB,5'11,175,4.64,36,118,14,,0,Undrafted,Undrafted
2012,DaJohn Harris,DaJohn,Harris,DT,6'3,306,N/A,N/A,N/A,N/A,,N/A,Undrafted,Undrafted
2012,Jacory Harris,Jacory,Harris,QB,6'3,203,4.72,37,113,N/A,,0,Undrafted,Undrafted
2012,Mike Harris,Mike,Harris,CB,5'10,188,4.68,36,117,N/A,Florida State,0,6,176
2012,Casey Hayward,Casey,Hayward,CB,5'11,185,4.57,34,119,19,Vanderbilt,0,2,62
2012,Junior Hemingway,Junior,Hemingway,WR,6'1,225,4.53,35,124,21,Michigan,0,7,238
2012,Dan Herron,Dan,Herron,RB,5'10,213,4.66,35,117,22,Ohio State,0,6,191
2012,Akiem Hicks,Akiem,Hicks,DT,6'5,318,5.23,31,108,26,Regina,0,3,89
2012,Donta Hightower,Donta,Hightower,ILB,6'2,265,4.68,32,N/A,N/A,Alabama,0,Undrafted,Undrafted
2012,Stephen Hill,Stephen,Hill,WR,6'4,215,4.34,39.5,133,14,Georgia Tech,0,2,43
2012,Ronnie Hillman,Ronnie,Hillman,RB,5'9,200,4.45,37,N/A,17,San Diego State,0,3,67
2012,T.Y. Hilton,T.Y.,Hilton,WR,5'10,183,4.34,35.5,119,7,Florida International,0,3,92
2012,Lamar Holmes,Lamar,Holmes,OT,6'5,323,5.41,27,104,22,Southern Miss,0,3,91
2012,Jayron Hosley,Jayron,Hosley,CB,5'10,178,4.47,N/A,N/A,11,Virginia Tech,N/A,3,94
2012,Jaye Howard,Jaye,Howard,DT,6'3,301,4.82,27,106,24,Florida,0,4,114
2012,Delano Howell,Delano,Howell,SS,5'11,210,4.65,33,120,21,,0,Undrafted,Undrafted
2012,John Hughes,John,Hughes,DT,6'2,309,N/A,N/A,N/A,28,Cincinnati,N/A,3,87
2012,Duke Ihenacho,Duke,Ihenacho,SS,6'0,213,4.68,35,122,20,,0,Undrafted,Undrafted
2012,George Iloka,George,Iloka,FS,6'4,225,4.66,34,124,20,Boise State,0,5,167
2012,Melvin Ingram,Melvin,Ingram,OLB,6'1,264,4.79,34,109,28,South Carolina,0,1,18
2012,Bruce Irvin,Bruce,Irvin,OLB,6'2,245,4.5,33,123,23,West Virginia,0,1,15
2012,Asa Jackson,Asa,Jackson,CB,5'10,191,4.49,34,118,19,N/A,0,5,169
2012,Janzen Jackson,Janzen,Jackson,FS,5'11,188,4.64,36,125,9,,0,Undrafted,Undrafted
2012,Jerrell Jackson,Jerrell,Jackson,WR,6'0,196,4.62,41,127,22,,0,Undrafted,Undrafted
2012,Malik Jackson,Malik,Jackson,DE,6'5,284,4.91,28,105,25,Tennessee,0,5,137
2012,LaMichael James,LaMichael,James,RB,5'8,194,4.45,35,123,15,Oregon,0,2,61
2012,Jamaar Jarrett,Jamaar,Jarrett,DE,6'5,265,5.02,30,114,21,,0,Undrafted,Undrafted
